1.298434944681589709e+00,-1.489379438225442998e-01,-0.000000000000000000e+00,0.000000000000000000e+00,-5.387458254853123574e-01,-2.357446170892699144e-02,-0.000000000000000000e+00,1.766486025710689856e-01,0.000000000000000000e+00,-0.000000000000000000e+00
-1.489379438225442998e-01,1.679053473098634841e+00,0.000000000000000000e+00,-2.136361052465871602e-01,-4.370856978865469977e-01,-4.451510794686418249e-02,-0.000000000000000000e+00,-4.959073919737548852e-01,-0.000000000000000000e+00,-3.739505431189688589e-01
-0.000000000000000000e+00,0.000000000000000000e+00,1.105187764247236304e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-2.316887292414246402e-01,0.000000000000000000e+00,-1.988787433805019600e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.136361052465871602e-01,0.000000000000000000e+00,1.119456043017273972e+00,-0.000000000000000000e+00,-1.064495453299697802e-01,-0.000000000000000000e+00,-1.445685413726817692e-01,-9.449729111504800994e-02,-0.000000000000000000e+00
-5.387458254853123574e-01,-4.370856978865469977e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,2.025960286052499448e+00,-7.053877158654145996e-01,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-4.142564208452367835e-01
-2.357446170892699144e-02,-4.451510794686418249e-02,-0.000000000000000000e+00,-1.064495453299697802e-01,-7.053877158654145996e-01,1.459947661326938650e+00,7.127285500552310582e-02,-0.000000000000000000e+00,-1.728839801580938640e-01,-2.891527369061483443e-02
-0.000000000000000000e+00,-0.000000000000000000e+00,-2.316887292414246402e-01,-0.000000000000000000e+00,0.000000000000000000e+00,7.127285500552310582e-02,1.207255317366241698e+00,-0.000000000000000000e+00,-2.528384635959866067e-01,2.893217021604647110e-01
1.766486025710689856e-01,-4.959073919737548852e-01,0.000000000000000000e+00,-1.445685413726817692e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.232805160395887834e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00,-1.988787433805019600e-01,-9.449729111504800994e-02,-0.000000000000000000e+00,-1.728839801580938640e-01,-2.528384635959866067e-01,0.000000000000000000e+00,1.145005915166327881e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-3.739505431189688589e-01,0.000000000000000000e+00,-0.000000000000000000e+00,-4.142564208452367835e-01,-2.891527369061483443e-02,2.893217021604647110e-01,-0.000000000000000000e+00,0.000000000000000000e+00,1.433892392364282564e+00
